suburb,state,postcode,lat,lng,label
St Agnes,QLD,4671,-25.08,151.68,"St Agnes, QLD 4671"
St Aubyn,QLD,4352,-28.58,151.8,"St Aubyn, QLD 4352"
St George,QLD,4487,-27.51,148.32,"St George, QLD 4487"
St Helens,QLD,4356,-27.57,151.45,"St Helens, QLD 4356"
St Helens,QLD,4650,-25.47,152.66,"St Helens, QLD 4650"
St Helens Beach,QLD,4798,-20.9,148.77,"St Helens Beach, QLD 4798"
St Kilda,QLD,4671,-25.08,151.68,"St Kilda, QLD 4671"
St Lawrence,QLD,4707,-21.87,149.14,"St Lawrence, QLD 4707"
St Lucia,QLD,4067,-27.49,153.01,"St Lucia, QLD 4067"
St Lucia South,QLD,4067,-27.49,153.01,"St Lucia South, QLD 4067"
St Mary,QLD,4650,-25.47,152.66,"St Mary, QLD 4650"
St Ruth,QLD,4405,-27.19,151.4,"St Ruth, QLD 4405"
Stafford,QLD,4053,-27.41,152.98,"Stafford, QLD 4053"
Stafford Dc,QLD,4053,-27.41,152.98,"Stafford Dc, QLD 4053"
Stafford Heights,QLD,4053,-27.41,152.98,"Stafford Heights, QLD 4053"
Stalworth,QLD,4613,-26.11,151.63,"Stalworth, QLD 4613"
Stamford,QLD,4821,-20.28,143.88,"Stamford, QLD 4821"
Stanage,QLD,4702,-24.33,149.78,"Stanage, QLD 4702"
Stanmore,QLD,4514,-26.85,152.72,"Stanmore, QLD 4514"
Stanthorpe,QLD,4380,-28.61,151.9,"Stanthorpe, QLD 4380"
Stanwell,QLD,4702,-24.33,149.78,"Stanwell, QLD 4702"
Stapylton,QLD,4207,-27.72,153.27,"Stapylton, QLD 4207"
Starcke,QLD,4895,-16.01,145.26,"Starcke, QLD 4895"
Steiglitz,QLD,4207,-27.72,153.27,"Steiglitz, QLD 4207"
Stephens Island,QLD,4875,-10.12,142.14,"Stephens Island, QLD 4875"
Stewart Creek Valley,QLD,4873,-16.37,145.38,"Stewart Creek Valley, QLD 4873"
Stewarton,QLD,4702,-24.33,149.78,"Stewarton, QLD 4702"
Stockhaven,QLD,4625,-25.81,151.67,"Stockhaven, QLD 4625"
Stockleigh,QLD,4280,-27.83,153.03,"Stockleigh, QLD 4280"
Stockton,QLD,4871,-17.61,143.19,"Stockton, QLD 4871"
Stockyard,QLD,4344,-27.59,152.15,"Stockyard, QLD 4344"
Stockyard,QLD,4703,-23.11,150.7,"Stockyard, QLD 4703"
Stokes,QLD,4823,-18.13,139.96,"Stokes, QLD 4823"
Stonehenge,QLD,4357,-28.06,151.16,"Stonehenge, QLD 4357"
Stonehenge,QLD,4730,-23.04,144.53,"Stonehenge, QLD 4730"
Stonelands,QLD,4612,-26.18,151.69,"Stonelands, QLD 4612"
Stoneleigh,QLD,4356,-27.57,151.45,"Stoneleigh, QLD 4356"
Stones Corner,QLD,4120,-27.51,153.05,"Stones Corner, QLD 4120"
Stony Creek,QLD,4514,-26.85,152.72,"Stony Creek, QLD 4514"
Storm King,QLD,4380,-28.61,151.9,"Storm King, QLD 4380"
Stoters Hill,QLD,4860,-17.56,146.0,"Stoters Hill, QLD 4860"
Stratford,QLD,4870,-16.88,145.75,"Stratford, QLD 4870"
Strathdickie,QLD,4800,-20.58,148.42,"Strathdickie, QLD 4800"
Strathfield,QLD,4742,-21.54,148.08,"Strathfield, QLD 4742"
Strathmore,QLD,4871,-17.61,143.19,"Strathmore, QLD 4871"
Strathpine,QLD,4500,-27.29,152.96,"Strathpine, QLD 4500"
Strathpine Centre,QLD,4500,-27.29,152.96,"Strathpine Centre, QLD 4500"
Stretton,QLD,4116,-27.62,153.05,"Stretton, QLD 4116"
Struck Oil,QLD,4714,-23.62,150.39,"Struck Oil, QLD 4714"
Stuart,QLD,4811,-19.32,146.82,"Stuart, QLD 4811"
Sturt,QLD,4829,-23.39,139.67,"Sturt, QLD 4829"
Sugarloaf,QLD,4380,-28.61,151.9,"Sugarloaf, QLD 4380"
Sugarloaf,QLD,4800,-20.58,148.42,"Sugarloaf, QLD 4800"
Summerholm,QLD,4341,-27.65,152.33,"Summerholm, QLD 4341"
Sumner,QLD,4074,-27.56,152.93,"Sumner, QLD 4074"
Sumner Park Bc,QLD,4074,-27.56,152.93,"Sumner Park Bc, QLD 4074"
Sun Valley,QLD,4680,-23.86,151.27,"Sun Valley, QLD 4680"
Sundown,QLD,4860,-17.56,146.0,"Sundown, QLD 4860"
Sunny Nook,QLD,4605,-26.2,151.89,"Sunny Nook, QLD 4605"
Sunnybank,QLD,4109,-27.57,153.08,"Sunnybank, QLD 4109"
Sunnybank Hills,QLD,4109,-27.57,153.08,"Sunnybank Hills, QLD 4109"
Sunnybank South,QLD,4109,-27.57,153.08,"Sunnybank South, QLD 4109"
Sunnyside,QLD,4737,-21.45,149.29,"Sunnyside, QLD 4737"
Sunrise Beach,QLD,4567,-26.43,153.11,"Sunrise Beach, QLD 4567"
Sunset,QLD,4825,-21.16,149.1,"Sunset, QLD 4825"
Sunshine Acres,QLD,4655,-25.35,152.89,"Sunshine Acres, QLD 4655"
Sunshine Beach,QLD,4567,-26.43,153.11,"Sunshine Beach, QLD 4567"
Sunshine Coast Mc,QLD,4560,-26.62,153.04,"Sunshine Coast Mc, QLD 4560"
Sunshine Plaza,QLD,4558,-26.66,153.1,"Sunshine Plaza, QLD 4558"
Surat,QLD,4417,-27.16,149.16,"Surat, QLD 4417"
Surfers Paradise,QLD,4217,-28.01,153.39,"Surfers Paradise, QLD 4217"
Susan River,QLD,4655,-25.35,152.89,"Susan River, QLD 4655"
Suttor,QLD,4743,-21.36,148.12,"Suttor, QLD 4743"
Svensson Heights,QLD,4670,-24.84,152.02,"Svensson Heights, QLD 4670"
Swan Creek,QLD,4370,-28.2,151.95,"Swan Creek, QLD 4370"
Swanbank,QLD,4306,-27.64,152.7,"Swanbank, QLD 4306"
Swanfels,QLD,4371,-28.23,152.25,"Swanfels, QLD 4371"
Swans Lagoon,QLD,4807,-19.55,147.44,"Swans Lagoon, QLD 4807"
Syndicate,QLD,4873,-16.37,145.38,"Syndicate, QLD 4873"
Taabinga,QLD,4610,-26.76,151.63,"Taabinga, QLD 4610"
Tablelands,QLD,4605,-26.2,151.89,"Tablelands, QLD 4605"
Tablelands,QLD,4680,-23.86,151.27,"Tablelands, QLD 4680"
Tabooba,QLD,4285,-27.9,152.94,"Tabooba, QLD 4285"
Tabragalba,QLD,4285,-27.9,152.94,"Tabragalba, QLD 4285"
Taigum,QLD,4018,-27.35,153.03,"Taigum, QLD 4018"
Takilberan,QLD,4671,-25.08,151.68,"Takilberan, QLD 4671"
Takura,QLD,4655,-25.35,152.89,"Takura, QLD 4655"
Talaroo,QLD,4871,-17.61,143.19,"Talaroo, QLD 4871"
Taldora,QLD,4823,-18.13,139.96,"Taldora, QLD 4823"
Talegalla Weir,QLD,4650,-25.47,152.66,"Talegalla Weir, QLD 4650"
Talgai,QLD,4362,-28.04,151.98,"Talgai, QLD 4362"
Tallai,QLD,4213,-28.14,153.32,"Tallai, QLD 4213"
Tallebudgera,QLD,4228,-28.15,153.42,"Tallebudgera, QLD 4228"
Tallebudgera Valley,QLD,4228,-28.15,153.42,"Tallebudgera Valley, QLD 4228"
Tallegalla,QLD,4340,-27.63,152.56,"Tallegalla, QLD 4340"
Talwood,QLD,4496,-28.44,149.47,"Talwood, QLD 4496"
Tamaree,QLD,4570,-26.35,152.67,"Tamaree, QLD 4570"
Tambo,QLD,4478,-25.48,146.01,"Tambo, QLD 4478"
Tamborine,QLD,4270,-27.88,153.13,"Tamborine, QLD 4270"
Tamborine Mountain,QLD,4272,-27.95,153.19,"Tamborine Mountain, QLD 4272"
Tamrookum,QLD,4285,-27.9,152.94,"Tamrookum, QLD 4285"
Tamrookum Creek,QLD,4285,-27.9,152.94,"Tamrookum Creek, QLD 4285"
Tanah Merah,QLD,4128,-27.65,153.17,"Tanah Merah, QLD 4128"
Tanawha,QLD,4556,-26.69,153.05,"Tanawha, QLD 4556"
Tanbar,QLD,4481,-25.39,141.55,"Tanbar, QLD 4481"
Tanby,QLD,4703,-23.11,150.7,"Tanby, QLD 4703"
Tandora,QLD,4650,-25.47,152.66,"Tandora, QLD 4650"
Tandur,QLD,4570,-26.35,152.67,"Tandur, QLD 4570"
Tangalooma,QLD,4025,-27.08,153.37,"Tangalooma, QLD 4025"
Tangorin,QLD,4821,-20.28,143.88,"Tangorin, QLD 4821"
Tannum Sands,QLD,4680,-23.86,151.27,"Tannum Sands, QLD 4680"
Tannymorel,QLD,4372,-28.3,152.23,"Tannymorel, QLD 4372"
Tansey,QLD,4601,-26.33,152.17,"Tansey, QLD 4601"
Tara,QLD,4421,-27.29,150.6,"Tara, QLD 4421"
Taragoola,QLD,4680,-23.86,151.27,"Taragoola, QLD 4680"
Tarampa,QLD,4311,-27.42,152.46,"Tarampa, QLD 4311"
Taranganba,QLD,4703,-23.11,150.7,"Taranganba, QLD 4703"
Tarawera,QLD,4494,-28.42,149.66,"Tarawera, QLD 4494"
Taringa,QLD,4068,-27.51,152.98,"Taringa, QLD 4068"
Tarome,QLD,4309,-27.98,152.55,"Tarome, QLD 4309"
Tarong,QLD,4615,-26.65,151.95,"Tarong, QLD 4615"
Taroom,QLD,4420,-25.49,149.53,"Taroom, QLD 4420"
Taroomball,QLD,4703,-23.11,150.7,"Taroomball, QLD 4703"
Tarragindi,QLD,4121,-27.52,153.06,"Tarragindi, QLD 4121"
Tarzali,QLD,4885,-17.36,145.69,"Tarzali, QLD 4885"
Taunton,QLD,4674,-24.47,151.95,"Taunton, QLD 4674"
Taylors Beach,QLD,4850,-18.47,145.89,"Taylors Beach, QLD 4850"
Te Kowai,QLD,4740,-21.16,149.1,"Te Kowai, QLD 4740"
Teddington,QLD,4650,-25.47,152.66,"Teddington, QLD 4650"
Teebar,QLD,4620,-25.61,152.33,"Teebar, QLD 4620"
Teelba,QLD,4423,-27.25,149.68,"Teelba, QLD 4423"
Telina,QLD,4680,-23.86,151.27,"Telina, QLD 4680"
Tellebang,QLD,4630,-24.79,151.23,"Tellebang, QLD 4630"
Templin,QLD,4310,-28.0,152.71,"Templin, QLD 4310"
Tennyson,QLD,4105,-27.53,153.03,"Tennyson, QLD 4105"
Terrica,QLD,4387,-28.61,151.13,"Terrica, QLD 4387"
Teviotville,QLD,4309,-27.98,152.55,"Teviotville, QLD 4309"
Tewantin,QLD,4565,-26.29,152.99,"Tewantin, QLD 4565"
Texas,QLD,4385,-28.72,150.97,"Texas, QLD 4385"
Thabeban,QLD,4670,-24.84,152.02,"Thabeban, QLD 4670"
Thagoona,QLD,4306,-27.64,152.7,"Thagoona, QLD 4306"
Thallon,QLD,4497,-28.6,148.99,"Thallon, QLD 4497"
Thane,QLD,4370,-28.2,151.95,"Thane, QLD 4370"
Thanes Creek,QLD,4370,-28.2,151.95,"Thanes Creek, QLD 4370"
Thangool,QLD,4716,-24.58,150.67,"Thangool, QLD 4716"
Thargomindah,QLD,4492,-27.78,143.37,"Thargomindah, QLD 4492"
The Bluff,QLD,4340,-27.63,152.56,"The Bluff, QLD 4340"
The Bluff,QLD,4355,-27.13,152.09,"The Bluff, QLD 4355"
The Caves,QLD,4702,-24.33,149.78,"The Caves, QLD 4702"
The Common,QLD,4701,-23.36,150.52,"The Common, QLD 4701"
The Dawn,QLD,4570,-26.35,152.67,"The Dawn, QLD 4570"
The Dimonds,QLD,4650,-25.47,152.66,"The Dimonds, QLD 4650"
The Falls,QLD,4373,-28.34,152.29,"The Falls, QLD 4373"
The Gap,QLD,4061,-27.44,152.94,"The Gap, QLD 4061"
The Gap,QLD,4825,-21.16,149.1,"The Gap, QLD 4825"
The Glen,QLD,4370,-28.2,151.95,"The Glen, QLD 4370"
The Gums,QLD,4406,-27.89,150.6,"The Gums, QLD 4406"
The Head,QLD,4373,-28.34,152.29,"The Head, QLD 4373"
The Hermitage,QLD,4370,-28.2,151.95,"The Hermitage, QLD 4370"
The Keppels,QLD,4700,-23.39,150.5,"The Keppels, QLD 4700"
The Leap,QLD,4740,-21.16,149.1,"The Leap, QLD 4740"
The Limits,QLD,4625,-25.81,151.67,"The Limits, QLD 4625"
The Mine,QLD,4714,-23.62,150.39,"The Mine, QLD 4714"
The Narrows,QLD,4695,-23.79,150.93,"The Narrows, QLD 4695"
The Palms,QLD,4570,-26.35,152.67,"The Palms, QLD 4570"
The Percy Group,QLD,4707,-21.87,149.14,"The Percy Group, QLD 4707"
The Pines,QLD,4357,-28.06,151.16,"The Pines, QLD 4357"
The Range,QLD,4700,-23.39,150.5,"The Range, QLD 4700"
The Summit,QLD,4377,-28.58,151.97,"The Summit, QLD 4377"
Theebine,QLD,4570,-26.35,152.67,"Theebine, QLD 4570"
Theodore,QLD,4719,-25.05,150.16,"Theodore, QLD 4719"
Theresa Creek,QLD,4721,-23.28,147.56,"Theresa Creek, QLD 4721"
Thinoomba,QLD,4650,-25.47,152.66,"Thinoomba, QLD 4650"
Thompson Point,QLD,4702,-24.33,149.78,"Thompson Point, QLD 4702"
Thoopara,QLD,4800,-20.58,148.42,"Thoopara, QLD 4800"
Thornborough,QLD,4871,-17.61,143.19,"Thornborough, QLD 4871"
Thorndale,QLD,4380,-28.61,151.9,"Thorndale, QLD 4380"
Thorneside,QLD,4158,-27.48,153.2,"Thorneside, QLD 4158"
Thornlands,QLD,4164,-27.56,153.26,"Thornlands, QLD 4164"
Thornton,QLD,4341,-27.65,152.33,"Thornton, QLD 4341"
Thornton Beach,QLD,4873,-16.37,145.38,"Thornton Beach, QLD 4873"
Thornville,QLD,4352,-28.58,151.8,"Thornville, QLD 4352"
Three Moon,QLD,4630,-24.79,151.23,"Three Moon, QLD 4630"
Three Rivers,QLD,4824,-20.7,140.51,"Three Rivers, QLD 4824"
Thulimbah,QLD,4376,-28.54,151.93,"Thulimbah, QLD 4376"
Thuringowa Central,QLD,4817,-19.33,146.6,"Thuringowa Central, QLD 4817"
Thuringowa Dc,QLD,4814,-19.3,146.76,"Thuringowa Dc, QLD 4814"
Thursday Island,QLD,4875,-10.12,142.14,"Thursday Island, QLD 4875"
Tiaro,QLD,4650,-25.47,152.66,"Tiaro, QLD 4650"
Tieri,QLD,4709,-23.04,148.34,"Tieri, QLD 4709"
Tin Can Bay,QLD,4580,-26.01,153.06,"Tin Can Bay, QLD 4580"
Tinana,QLD,4650,-25.47,152.66,"Tinana, QLD 4650"
Tinana South,QLD,4650,-25.47,152.66,"Tinana South, QLD 4650"
Tinaroo,QLD,4872,-17.23,145.62,"Tinaroo, QLD 4872"
Tinbeerwah,QLD,4563,-26.42,152.85,"Tinbeerwah, QLD 4563"
Tingalpa,QLD,4173,-27.47,153.13,"Tingalpa, QLD 4173"
Tingalpa Dc,QLD,4173,-27.47,153.13,"Tingalpa Dc, QLD 4173"
Tingoora,QLD,4608,-26.37,151.94,"Tingoora, QLD 4608"
Tingun,QLD,4455,-27.12,148.62,"Tingun, QLD 4455"
Tinnanbar,QLD,4650,-25.47,152.66,"Tinnanbar, QLD 4650"
Tipton,QLD,4405,-27.19,151.4,"Tipton, QLD 4405"
Tirroan,QLD,4671,-25.08,151.68,"Tirroan, QLD 4671"
Tivoli,QLD,4305,-27.6,152.77,"Tivoli, QLD 4305"
Toko,QLD,4829,-23.39,139.67,"Toko, QLD 4829"
Tolga,QLD,4882,-17.19,145.46,"Tolga, QLD 4882"
Toll,QLD,4820,-20.08,146.25,"Toll, QLD 4820"
Toobanna,QLD,4850,-18.47,145.89,"Toobanna, QLD 4850"
Toobeah,QLD,4498,-28.21,149.79,"Toobeah, QLD 4498"
Toogoolawah,QLD,4313,-27.16,152.33,"Toogoolawah, QLD 4313"
Toogoom,QLD,4655,-25.35,152.89,"Toogoom, QLD 4655"
Toolakea,QLD,4818,-19.2,146.66,"Toolakea, QLD 4818"
Toolara Forest,QLD,4570,-26.35,152.67,"Toolara Forest, QLD 4570"
Toolburra,QLD,4370,-28.2,151.95,"Toolburra, QLD 4370"
Toolooa,QLD,4680,-23.86,151.27,"Toolooa, QLD 4680"
Toomulla,QLD,4816,-19.42,146.95,"Toomulla, QLD 4816"
Toondahra,QLD,4625,-25.81,151.67,"Toondahra, QLD 4625"
Toonpan,QLD,4816,-19.42,146.95,"Toonpan, QLD 4816"
Toorbul,QLD,4510,-27.13,153.05,"Toorbul, QLD 4510"
Toowong,QLD,4066,-27.48,152.99,"Toowong, QLD 4066"
Toowong Bc,QLD,4066,-27.48,152.99,"Toowong Bc, QLD 4066"
Toowong Dc,QLD,4066,-27.48,152.99,"Toowong Dc, QLD 4066"
Toowoomba,QLD,4350,-27.62,151.77,"Toowoomba, QLD 4350"
Toowoomba City,QLD,4350,-27.62,151.77,"Toowoomba City, QLD 4350"
Toowoomba Dc,QLD,4350,-27.62,151.77,"Toowoomba Dc, QLD 4350"
Toowoomba East,QLD,4350,-27.62,151.77,"Toowoomba East, QLD 4350"
Toowoomba Mc,QLD,4352,-28.58,151.8,"Toowoomba Mc, QLD 4352"
Toowoomba South,QLD,4350,-27.62,151.77,"Toowoomba South, QLD 4350"
Toowoomba Village Fair,QLD,4350,-27.62,151.77,"Toowoomba Village Fair, QLD 4350"
Toowoomba West,QLD,4350,-27.62,151.77,"Toowoomba West, QLD 4350"
Top Camp,QLD,4350,-27.62,151.77,"Top Camp, QLD 4350"
Topaz,QLD,4885,-17.36,145.69,"Topaz, QLD 4885"
Torbanlea,QLD,4662,-25.35,152.6,"Torbanlea, QLD 4662"
Torquay,QLD,4655,-25.35,152.89,"Torquay, QLD 4655"
Torrens Creek,QLD,4816,-19.42,146.95,"Torrens Creek, QLD 4816"
Torrington,QLD,4350,-27.62,151.77,"Torrington, QLD 4350"
Towen Mountain,QLD,4560,-26.62,153.04,"Towen Mountain, QLD 4560"
Towers Hill,QLD,4820,-20.08,146.25,"Towers Hill, QLD 4820"
Town Common,QLD,4810,-19.25,146.8,"Town Common, QLD 4810"
Townson,QLD,4341,-27.65,152.33,"Townson, QLD 4341"
Townsville,QLD,4810,-19.25,146.8,"Townsville, QLD 4810"
Townsville City,QLD,4810,-19.25,146.8,"Townsville City, QLD 4810"
Townsville Dc,QLD,4810,-19.25,146.8,"Townsville Dc, QLD 4810"
Townsville Mc,QLD,4810,-19.25,146.8,"Townsville Mc, QLD 4810"
Townview,QLD,4825,-21.16,149.1,"Townview, QLD 4825"
Traveston,QLD,4570,-26.35,152.67,"Traveston, QLD 4570"
Trebonne,QLD,4850,-18.47,145.89,"Trebonne, QLD 4850"
Tregony,QLD,4370,-28.2,151.95,"Tregony, QLD 4370"
Trinity Beach,QLD,4879,-16.77,145.67,"Trinity Beach, QLD 4879"
Trinity Park,QLD,4879,-16.77,145.67,"Trinity Park, QLD 4879"
Trotter Creek,QLD,4714,-23.62,150.39,"Trotter Creek, QLD 4714"
Trunding,QLD,4874,-12.66,141.85,"Trunding, QLD 4874"
Tuan,QLD,4650,-25.47,152.66,"Tuan, QLD 4650"
Tuan Forest,QLD,4650,-25.47,152.66,"Tuan Forest, QLD 4650"
Tuchekoi,QLD,4570,-26.35,152.67,"Tuchekoi, QLD 4570"
Tuen,QLD,4490,-28.84,145.82,"Tuen, QLD 4490"
Tugun,QLD,4224,-28.14,153.49,"Tugun, QLD 4224"
Tully,QLD,4854,-18.12,145.91,"Tully, QLD 4854"
Tully Heads,QLD,4854,-18.12,145.91,"Tully Heads, QLD 4854"
Tummaville,QLD,4352,-28.58,151.8,"Tummaville, QLD 4352"
Tumoulin,QLD,4888,-17.5,145.49,"Tumoulin, QLD 4888"
Tungamull,QLD,4702,-24.33,149.78,"Tungamull, QLD 4702"
Turallin,QLD,4357,-28.06,151.16,"Turallin, QLD 4357"
Turkey Beach,QLD,4678,-24.24,151.5,"Turkey Beach, QLD 4678"
Turrawulla,QLD,4742,-21.54,148.08,"Turrawulla, QLD 4742"
Twin Waters,QLD,4564,-26.58,153.1,"Twin Waters, QLD 4564"
Two Mile,QLD,4570,-26.35,152.67,"Two Mile, QLD 4570"
Tyrconnel,QLD,4467,-26.45,147.54,"Tyrconnel, QLD 4467"
Ubobo,QLD,4680,-23.86,151.27,"Ubobo, QLD 4680"
Ulogie,QLD,4702,-24.33,149.78,"Ulogie, QLD 4702"
Umagico,QLD,4876,-10.85,142.43,"Umagico, QLD 4876"
Umbiram,QLD,4352,-28.58,151.8,"Umbiram, QLD 4352"
Underwood,QLD,4119,-27.59,153.11,"Underwood, QLD 4119"
Undullah,QLD,4285,-27.9,152.94,"Undullah, QLD 4285"
Upper Barron,QLD,4883,-17.27,145.47,"Upper Barron, QLD 4883"
Upper Brookfield,QLD,4069,-27.49,152.9,"Upper Brookfield, QLD 4069"
Upper Caboolture,QLD,4510,-27.13,153.05,"Upper Caboolture, QLD 4510"
Upper Coomera,QLD,4209,-27.87,153.32,"Upper Coomera, QLD 4209"
Upper Cooyar Creek,QLD,4402,-26.98,151.83,"Upper Cooyar Creek, QLD 4402"
Upper Daintree,QLD,4873,-16.37,145.38,"Upper Daintree, QLD 4873"
Upper Daradgee,QLD,4860,-17.56,146.0,"Upper Daradgee, QLD 4860"
Upper Dawson,QLD,4454,-25.72,148.67,"Upper Dawson, QLD 4454"
Upper Flagstone,QLD,4344,-27.59,152.15,"Upper Flagstone, QLD 4344"
Upper Freestone,QLD,4370,-28.2,151.95,"Upper Freestone, QLD 4370"
Upper Glastonbury,QLD,4570,-26.35,152.67,"Upper Glastonbury, QLD 4570"
Upper Haughton,QLD,4809,-19.53,147.21,"Upper Haughton, QLD 4809"
Upper Kandanga,QLD,4570,-26.35,152.67,"Upper Kandanga, QLD 4570"
Upper Kedron,QLD,4055,-27.37,152.94,"Upper Kedron, QLD 4055"
Upper Lockyer,QLD,4352,-28.58,151.8,"Upper Lockyer, QLD 4352"
Upper Mount Gravatt,QLD,4122,-27.54,153.1,"Upper Mount Gravatt, QLD 4122"
Upper Mount Gravatt Bc,QLD,4122,-27.54,153.1,"Upper Mount Gravatt Bc, QLD 4122"
Upper Pilton,QLD,4361,-27.89,151.8,"Upper Pilton, QLD 4361"
Upper Pinelands,QLD,4355,-27.13,152.09,"Upper Pinelands, QLD 4355"
Upper Stone,QLD,4850,-18.47,145.89,"Upper Stone, QLD 4850"
Upper Tenthill,QLD,4343,-27.51,152.3,"Upper Tenthill, QLD 4343"
Upper Warrego,QLD,4477,-25.79,146.59,"Upper Warrego, QLD 4477"
Upper Wheatvale,QLD,4370,-28.2,151.95,"Upper Wheatvale, QLD 4370"
Upper Yarraman,QLD,4614,-26.82,151.9,"Upper Yarraman, QLD 4614"
Urangan,QLD,4655,-25.35,152.89,"Urangan, QLD 4655"
Urraween,QLD,4655,-25.35,152.89,"Urraween, QLD 4655"
Utchee Creek,QLD,4871,-17.61,143.19,"Utchee Creek, QLD 4871"
V Gate,QLD,4465,-26.97,148.06,"V Gate, QLD 4465"
Valdora,QLD,4561,-26.53,152.93,"Valdora, QLD 4561"
Vale View,QLD,4352,-28.58,151.8,"Vale View, QLD 4352"
Valentine Plains,QLD,4715,-24.4,150.51,"Valentine Plains, QLD 4715"
Valkyrie,QLD,4742,-21.54,148.08,"Valkyrie, QLD 4742"
Valley Of Lagoons,QLD,4850,-18.47,145.89,"Valley Of Lagoons, QLD 4850"
Varsity Lakes,QLD,4227,-28.11,153.4,"Varsity Lakes, QLD 4227"
Vasa Views,QLD,4860,-17.56,146.0,"Vasa Views, QLD 4860"
Ventnor,QLD,4630,-24.79,151.23,"Ventnor, QLD 4630"
Veradilla,QLD,4347,-27.57,152.2,"Veradilla, QLD 4347"
Veresdale,QLD,4285,-27.9,152.94,"Veresdale, QLD 4285"
Veresdale Scrub,QLD,4285,-27.9,152.94,"Veresdale Scrub, QLD 4285"
Vernor,QLD,4306,-27.64,152.7,"Vernor, QLD 4306"
Verrierdale,QLD,4562,-26.48,152.8,"Verrierdale, QLD 4562"
Veteran,QLD,4570,-26.35,152.67,"Veteran, QLD 4570"
Victoria Hill,QLD,4361,-27.89,151.8,"Victoria Hill, QLD 4361"
Victoria Plains,QLD,4751,-21.19,149.03,"Victoria Plains, QLD 4751"
Victoria Plantation,QLD,4850,-18.47,145.89,"Victoria Plantation, QLD 4850"
Victoria Point,QLD,4165,-27.62,153.24,"Victoria Point, QLD 4165"
Victoria Point West,QLD,4165,-27.62,153.24,"Victoria Point West, QLD 4165"
Victoria Vale,QLD,4822,-21.51,142.69,"Victoria Vale, QLD 4822"
Victory Heights,QLD,4570,-26.35,152.67,"Victory Heights, QLD 4570"
Villeneuve,QLD,4514,-26.85,152.72,"Villeneuve, QLD 4514"
Vincent,QLD,4814,-19.3,146.76,"Vincent, QLD 4814"
Vinegar Hill,QLD,4343,-27.51,152.3,"Vinegar Hill, QLD 4343"
Virginia,QLD,4014,-27.38,153.08,"Virginia, QLD 4014"
Virginia Bc,QLD,4014,-27.38,153.08,"Virginia Bc, QLD 4014"
Virginia Dc,QLD,4014,-27.38,153.08,"Virginia Dc, QLD 4014"
Wacol,QLD,4076,-27.57,152.95,"Wacol, QLD 4076"
Wahoon,QLD,4625,-25.81,151.67,"Wahoon, QLD 4625"
Wainui,QLD,4404,-27.31,151.49,"Wainui, QLD 4404"
Wairuna,QLD,4872,-17.23,145.62,"Wairuna, QLD 4872"
Wakerley,QLD,4154,-27.49,153.15,"Wakerley, QLD 4154"
Walkamin,QLD,4872,-17.23,145.62,"Walkamin, QLD 4872"
Walkers Point,QLD,4650,-25.47,152.66,"Walkers Point, QLD 4650"
Walkerston,QLD,4751,-21.19,149.03,"Walkerston, QLD 4751"
Walkervale,QLD,4670,-24.84,152.02,"Walkervale, QLD 4670"
Wallaces Creek,QLD,4310,-28.0,152.71,"Wallaces Creek, QLD 4310"
Wallaman,QLD,4850,-18.47,145.89,"Wallaman, QLD 4850"
Wallangarra,QLD,4383,-28.88,151.91,"Wallangarra, QLD 4383"
Wallaroo,QLD,4702,-24.33,149.78,"Wallaroo, QLD 4702"
Wallaville,QLD,4671,-25.08,151.68,"Wallaville, QLD 4671"
Walliebum,QLD,4655,-25.35,152.89,"Walliebum, QLD 4655"
Walligan,QLD,4655,-25.35,152.89,"Walligan, QLD 4655"
Walloon,QLD,4306,-27.64,152.7,"Walloon, QLD 4306"
Wallu,QLD,4570,-26.35,152.67,"Wallu, QLD 4570"
Wallumbilla,QLD,4428,-26.58,149.11,"Wallumbilla, QLD 4428"
Wallumbilla North,QLD,4428,-26.58,149.11,"Wallumbilla North, QLD 4428"
Wallumbilla South,QLD,4428,-26.58,149.11,"Wallumbilla South, QLD 4428"
Walmul,QLD,4714,-23.62,150.39,"Walmul, QLD 4714"
Walter Hill,QLD,4854,-18.12,145.91,"Walter Hill, QLD 4854"
Walter Lever Estate,QLD,4856,-17.72,146.03,"Walter Lever Estate, QLD 4856"
Walterhall,QLD,4714,-23.62,150.39,"Walterhall, QLD 4714"
Wamuran,QLD,4512,-27.01,152.84,"Wamuran, QLD 4512"
Wamuran Basin,QLD,4512,-27.01,152.84,"Wamuran Basin, QLD 4512"
Wandal,QLD,4700,-23.39,150.5,"Wandal, QLD 4700"
Wandoan,QLD,4419,-25.73,150.28,"Wandoan, QLD 4419"
Wangan,QLD,4871,-17.61,143.19,"Wangan, QLD 4871"
Wangaratta,QLD,4806,-19.67,147.45,"Wangaratta, QLD 4806"
Wangetti,QLD,4877,-16.54,145.47,"Wangetti, QLD 4877"
Wanjuru,QLD,4860,-17.56,146.0,"Wanjuru, QLD 4860"
Wanora,QLD,4306,-27.64,152.7,"Wanora, QLD 4306"
Warana,QLD,4575,-26.75,153.12,"Warana, QLD 4575"
Warburton,QLD,4823,-18.13,139.96,"Warburton, QLD 4823"
Warenda,QLD,4829,-23.39,139.67,"Warenda, QLD 4829"
Warkon,QLD,4417,-27.16,149.16,"Warkon, QLD 4417"
